8,child in a pink dress is climbing up a set of stairs in an entry way .
8,child practices hitting a baseball into a net , while two adult men watch .
3,man is holding the net for the boy playing baseball .
0,boys baseball team wear their uniforms .
0,boys are all wearing the same baseball hats .
9,boy in blue with a football sprawls in the grass .
6,boy laying on the grass face down with a football at his feet .
6,is lying face down in the grass with his foot on a football .
3,boy is on the ground next to the football .
1,little boy fell face first into the grass while playing football .
0,boy in white plays baseball .
0,young boy is getting ready to through a baseball
8,boy is wearing a white baseball uniform and holding a baseball .
0,young Ohio baseball player contemplates his pitch .
6,man tries to catch a football on grass surrounded by American flags .
0,boy hits a baseball with the bat .
8,boy swings a baseball bat , and a catcher stands behind him .
8,kid hits a baseball during a game .
8,little boy in a teal uniform swinging a baseball bat .
2,boy in the blue shirt is swinging a baseball bat towards a ball as the boy in the red helmet waits to catch him out .
0,little boy points to the face of another little boy in base in a baseball game .
3,young baseball player is pointing a finger in the face of a player on the other team .
0,boys on oppsite sides of the baseball teams arguing with each other at a base .
8,man dressed in a white shirt , blue baseball cap while wearing gloves , holding a red and white checkered food wrapping .
0,older man in a baseball cap
1,Baseball batter raising his arm .
0,baseball player from New York waiting to bat during a game .
8,baseball player in a Yankees uniform is holding a bat in one hand
0,woman in a dress and baseball cap sits next to the water .
3,girl in the blue dress and the baseball cap is sitting near the ocean .
0,young boy and girl playing baseball in a grassy field .
6,football player pauses during a game .
6,football player wears a green jersey with the number " 4 " on it .
6,football player is being handed a towel on the field .
6,takes a cloth off of a Green Bay Packers football player .
5,boy holds a basketball angerly .
0,boy with a basketballs glowers at the camera .
5,young boy shows off his basketball skills
5,boy is holding a basketball on a wooden basketball court .
5,are two boys on a basketball court and one is holding a basketball .
5,boy dribbles a basketball in the gymnasium .
8,boy dribbling a basketball in a gym .
8,boy wearing a Steve Nash shirt dribbles a basketball on an indoor court .
8,child in a gray t-shirt is bouncing a basketball on a basketball court .
5,little boy dribbles his basketball .
1,group of boys play flag football while some bystanders watch .
1,playing tag football .
1,boys playing flag football in blue and white uniforms
1,boys play touch football .
0,baseball is recoiling from an action taken on a treated field watched by others .
0,baseball player on a playing field springs into action .
0,baseball player standing on the mound .
9,pitcher in a red and white uniform in a baseball game has just thrown the ball .
3,are scrambling around the goal as the goal keeper reaches for the ball .
0,white haired man in the black baseball cap is wearing a black jacket covered with car racing emblems .
8,boy standing and watching a group of people on a basketball court .
6,boy takes a football from another boy .
8,the ground a boy in a red sweatshirt is leaning over holding a football and two other kids .
1,boys are playing football in the grass .
1,boys play football in the grass .
1,kids are resting after playing football
6,dog is playing with a football in the snow .
5,young girl in a green shirt playing basketball .
5,young basketball player moves into the front court .
5,play basketball on a court .
5,young boys play basketball .
5,children are playing a basketball game on a basketball court .
5,small boys play basketball indoors .
5,small boys playing basketball .
8,elderly woman in burgundy scratches her face as she observes a young man in a blue jacket and white baseball cap .
5,boy playing basketball in a gym
5,young boy holding a basketball about to shoot .
5,young boy , playing basketball , is getting ready to take a shot .
3,boy in the white jersey is dribbling the orange Wizards basketball .
6,child holds a football and runs from other children .
6,young boy in a blue uniform running with a football while playing a game of flag football .
6,young boy weating blue shorts and cleats holding a football running from other boys .
4,young male carrying a football and running while two other boys run behind him .
8,man with a baseball cap on backwards is holding a cup
8,boy with red shorts is holding a basketball in a basketball court .
5,young boy is playing basketball in an official game .
5,boy is playing basketball .
5,boy runs with the basketball while looking up .
5,children are playing basketball indoors .
8,boy holds a basketball during a game , while others watch .
5,boy is holding a basketball in one hand .
5,boy is running with a basketball in his hands .
8,boy throws a basketball during a game .
5,young boy plays basketball while a few people behind him look on .
5,basketball player in a duke uniform looks up .
5,are three basketball players
5,men in basketball uniforms looking at something .
5,basketball players from duke are looking upward .
5,basketball players watching the ball .
2,boy in a black shirt is grabbing the flag of the boy in the red shirt with the football .
1,boys are playing flag football .
6,boys playing a game of flag football .
6,boys with mouthguards and one is holding a football while the other reaches for him .
1,football players with mouthguards .
5,young boy on a basketball team dribbles the ball .
8,young boy playing basketball in a gym , wearing a uniform .
3,boy in the royal blue basketball uniform is dribbling the ball down court .
3,boy runs across the court with the basketballs .
5,young boy is running while bouncing a basketball .
8,kid in a yellow jacket and blue baseball cap jumping from a rock .
5,dog tries to play with a basketball in the snow .
0,man wearing a black shirt and baseball cap smiling .
8,young boy singing at a large baseball off of a tee .
8,young boy swings a bat at a large baseball .
0,little boy is wearing a blue shirt and playing baseball .
5,boy plays basketball .
5,boy wearing blue shorts is bouncing a basketball in front of the net .
5,little boy plays with a basketball and a toy basketball hoop .
5,boy playing basketball in the grass
3,child in the blue shorts dribbled the basketball .
1,football game .
1,Oklahoma football player standing
6,play just beginning during a football game .
6,players playing a football game .
6,football player number 50 plays in a game .
6,football player dodges a tackle from his opponent .
9,football player in red chases a football player in blue .
3,football player in red is trying to tackle another player who has the ball .
6,football player wears a jersey wuth the number " 4 " on it .
3,football player in the gold helmet is running .
1,discouraged looking football coach .
6,football coach holds a headset .
3,man runs on the football field carrying the ball in front of the ref .
6,man runs with the football at a professional or collegiate game .
8,American footballer in a white and purple strip is making a run with the ball .
3,UW football player runs with the ball .
3,football player runs with the ball across the field .
6,football coach watches a play being made .
1,crowd wearing red , cheers on the red football team .
9,players in red congratulate each other as crowds in red cheer behind .
1,Oklahoma Sooners football team discuss their game while fans cheer .
6,football players talk during a game .
1,Oklahoma Sooner football players talk on the sideline .
9,two football players in white jerseys and purple pants tackle the player in the red jersey .
6,football players are tackling a red uniformed football player during a football game .
9,football players in purple uniforms try to tackle a player in a red uniform .
6,football players try to tackle a player of the opposite team .
3,smiling dancer dressed in red is on the football field with fans in the stadium bleachers behind her .
1,man tackles another man while playing football .
1,playing football .
9,football player in a red jersey jumping onto a player wearing a white jersey
3,American footballer wearing red is pushing the player in white to the ground .
6,football players bang into each other during a football game .
1,group of football players are playing football .
1,quarterback gets ready to throw the football .
3,quarterback ready to pass the football in the middle of a play .
3,quarterback scans the football field while the offensive line protects him .
6,coach talks to a football player during a timeout .
6,football coach speaks with a player .
9,football player in red and white is talking to a coach .
1,talks with football player , other players and crowd in background .
6,is a football player in a red jersey on the field talking to his coach .
6,coach speaking to a football player while everyone watches .
3,football player from OU talks to the coach about the game .
1,football player is talking to his coach .
9,coaching official and football player are talking in front a crowd and other team members .
6,cheerleaders are sitting at a football game .
6,football player in a red jersey getting his knee looked at by another man
6,man is checking out an injured football player at a game .
3,injured football player is being nursed on the field in the middle of a game .
6,men examine a football players leg .
1,football player is trying to tackle another one .
3,football player tries to tackle a player on the opposing team .
9,football player in red keeps the football away from the player in purple and white .
3,football player in white is defending against the player in red who is running with the ball .
6,University 's Sooners football team playing against a rival .
1,football players are in action on the field
6,football players playing a game while fans watch from the bleachers .
9,American footballers in red are confronted by an opposition player in purple and white whilst being watched by spectators in a stadium .
6,football players attempt to advance the ball against a would be tackler .
1,college football game is in progress .
6,football player runs along the sidelines with a football as a crowd watches .
3,American footballer in a red strip is running down the side of the field with the ball .
6,football player is running with a football trying to score .
1,football player is trying to outrun his opponent .
3,football player from the Sooners is about to be taken down by the opposing team in a game .
3,football player tries tackling another player who has the ball .
1,Sooners football player eluding the tackle of two Huskies defenders .
3,football player is running with the ball as a player of the opposing team grabs his leg
3,Sooner football player carrying the ball is trying to avoid being tackled .
1,horse mascot gives high fives to some football fans .
6,players on the field as a Sooner tries to tackle a player
1,playing football in front of large crowd in stadium
6,football player running after a Wisconsin player during a game .
6,football players are running on the field while a large crowd is watching
6,football players turn as a crowd wearing red watches .
6,crowd is standing and cheering at a football game .
6,crowd of people watching a football game with a player wearing red and cheerleaders also wearing red .
3,football player is grabbing the ankle of another player who is holding the ball .
1,Oklahoma football player is about to score .
3,fans at a football game cheer while the player runs towards the endzone .
3,football player is kicking the ball while the opposing fans watch .
6,football player kicks the ball during a game with a red shirted crowd looking on .
6,male wearing a football uniform kicking a football during a football game .
3,man punting a football as fans from the opposing team watch in the background
1,Sooners play another football team , number 17 goes after the ball .
8,man in a baseball hat and sunglasses watching an event in a crowd .
8,man in sunglasses and a baseball cap stands beside a TV cameraman in stadium full of people .
0,man in the gray shirt has a blue baseball cap on .
1,football player is in action among other players .
1,football player points .
6,African-American football player , wearing jersey number 12 for the University of Oklahoma , throws a football to his left .
8,a football field , there is a played in a red jersey and the crowd is behind him .
6,football players in a stadium
9,American footballer in red is being tackled by three players in white whilst other red players look on .
1,Oklahoma player is tackled playing football
1,player being tackled by group of other players on field .
6,players are tackling a football player carrying the football .
1,football player is being tackled .
1,group of football players running down the field .
6,crowd is watching a football game .
9,football players in red are attempting a play against those in purple , white , and gold .
9,man in red has the football , and the team in white is nearby .
3,Oklahoma Sooners playing football against another team , one of the sooners with the ball in their possession .
6,group of men play a college football game .
1,red team and a white team are playing football .
5,players avoiding a fumble .
9,football player in red is running with the all towards the player in white .
1,football players are wearing red and white , and the crowd is also wearing red and white .
3,football player clutches the ball while running down the field .
3,football player running with the ball .
6,football player running with the ball at a game .
6,football player wearing a gold helmet runs holding a football .
8,American footballer in a white strip is making a run with the ball .
1,bunch of football players , and a crowd .
1,football game .
6,large group of football players about to start a game with a large group watching
1,football teams at the line of scrimmage
1,football teams lined up before the hike .
3,football player passes the football to a teammate as the crowd looks on .
6,quarterback hands off the football to a running back .
1,football players wear purple pants , gold helmets and white jerseys .
1,football players fight to gain possession of the ball .
1,football players make a play , while the other team looks on .
3,football player runs with a ball , chased by the opposing team .
3,football player runs with the ball as others run towards him .
9,player has the football as a crowd in red and white watches
3,American football team in white are attempting to stop the player in red who is running with the ball .
6,teams playing a football game in a packed stadium
9,football player in blue and one in red play in a game .
3,Sooners football player moves quickly on the field as another player runs .
1,two players , on opposite teams , are in the middle of a football game , while others watch .
1,men play football .
1,football player getting tackle
1,football player is tackled .
9,football players in red jerseys taking another in a white jersey to the ground
1,football players from red team tackling one player from white team .
6,football players tackle another player who is holding a ball .
1,red uniformed football player tackles an opposing player .
1,football player is tackling another player .
6,are two football players in red jerseys tackling a man wearing a white jersey
1,football players and two are fighting for the ball .
1,football players are tackling one player of the opposite team .
9,football player in a purple uniform holds the ball while a player in red tries to tackle him .
9,football player in white is being tackled by a Oklahoma University player .
9,American footballer in a red outfit is attacking the player in white who is running with the ball , whilst other players are nearby .
1,Sooners football player is tackling an opposing player .
9,football player in red and white is holding both hands up .
1,players gather around the referees .
1,players gathering to contest something to collaborating officials .
1,University football players in front of a crowd of Sooners fans and next to three referees .
1,red and white football team is talking with the officials .
9,Sooners football player in his red and white uniform being lifted by two teamates dressed the same .
1,players in red and white are jumping and hugging .
1,football players in the red and white team uniforms are jumping up and down .
1,football players wearing red jerseys are on the field .
9,player Quarterback in red Sooners jersey and red helmet prepares to receive snap
1,players huddle and get ready for the game .
1,players stand at the line of scrimmage .
1,Sooner football players on the field .
1,football game in progress .
1,players are on the field .
6,play football as a crowd watches .
1,waiting for snap of football .
1,football teams compete .
9,football player being tackled from behind by another player from a different team in front of a crowd .
9,football player in a Sooners jersey , runs down a field with a large crowd in the background .
9,football player in red being tackled by opponents in white .
6,football player wearing a number 23 white jersey tackles a football player wearing a red , number three jersey while fans cheer .
9,football tackle in progress with a crowd in the background .
1,football player tries diving after another player .
3,pro football player tackles another player on the goal line in a crowded stadium .
9,player in white and purple uniform with legs being tackled by player in red and white uniform .
6,player tackling another player in a football game .
3,red football player is grabbing the purple and white player 's leg to try and stop him .
6,football layer wearing a red shirt .
1,football player facing off against two others .
3,football player for the Sooners stands in front of the oppsing team waiting for the next play .
9,football player in a red uniform is standing in front of other football players in a stadium .
3,football player for the Sooners is preparing for the next play during a game .
6,football player in a Sooners uniform .
6,football player wearing a Sooners uniform with the number 42 .
6,man in a red football uniform prepares to play .
1,football player dressed in red looks down field .
3,football player kicks the ball .
3,Oklahoma football player attempts to kick the ball .
3,player for the Oklahoma Sooners football team punts the ball during a game .
1,University kicker , kicking the football
3,football player in red kicks off the ball .
6,football player holding a football .
6,football player in red gets ready to throw a football .
6,lone football player wearing a red and white jersay holding a football .
3,football player dressed in red and white gets ready to throw the ball .
3,football player gets ready to throw the ball .
1,football coach standing with his players behind him .
9,group of football players in gold helmets stand around a man in a purple shirt .
5,group of footballs players is standing behind a coaching official .
1,man in blue shirt is surrounded by football players .
1,man surrounded by football players .
6,coach in a white polo shirt on a football field
6,football coach is walking on a football field .
9,man in a white shirt is walking on a football field in front of some players .
6,man on the coaching staff for OU has sunglasses on his head during a football game .
6,team manager out on the football field during a game .
1,football team doing excercises
1,football team doing their stretches before the game starts .
1,players are stretching together .
1,football players are working on stretching their legs .
1,four football players in red stretch on the green turf .
1,Americans play football .
1,group of football players in red and white uniforms .
1,large group of football players sitting on a field wearing red and white jerseys .
1,football players sitting on the ground .
1,men in football uniforms sit on the grass , looking unhappy .
6,fan checks his cellphone while watching a football game .
6,man in a red shirt is watching a football game .
6,man in red holds up a cellphone on the sidelines of football game .
6,man in red takes cellphone pictures at a football game .
6,man is wearing a Sooners red football shirt and helmet .
1,Oklahoma Sooners football player wearing his jersey number 28 .
1,Sooners football player weas the number 28 and black armbands .
1,in red and white football uniform
0,American footballer is wearing a red and white strip .
9,football player is in a red and white uniform Sooners # 28 .
9,large football player in a red uniform
9,man in a red football uniform and helmet looks to the left .
3,Oklahoma football player watches the game from the sidelines .
1,football team wears red shirts and red helmets .
6,closeup photo of a football player for the Sooners team who is wearing a red jersey with the number 19 .
6,football player with a red Sooners jersey on .
6,man wearing a red football uniform and gray gloves looks to the left .
0,American footballer is wearing a red and white strip .
1,in playing football in Sooners jersey number 19
0,child in an orange shirt holding a baseball bat watches the ball thrown at him .
0,young boy is getting ready to hit a baseball .
8,young man wearing a yellow shirt and baseball helemt swinging a bat
0,in yellow shirt getting ready to hit orange ball with baseball bat
0,little boy is holding a skinny baseball bat while standing between two rows of blue seats .
8,boy wearing a black shirt and blue jeans is holding a red baseball bat .
0,boy plays baseball .
0,little boy plays baseball with himself .
8,young boy wearing blue is holding a blue baseball bat and holding a white ball in his hand .
0,group of baseball players wearing blue uniforms walk across the grass .
0,men 's baseball team leaving the field
0,team of baseball players in blue uniforms , walking together on field .
0,members of a baseball team walk across the diamond .
6,boy standing on a football field with a colored ball .
6,little boy stands at a football field and prepares to kick a child 's play ball .
0,boy baseball player in a green and yellow jersey leaps for the ball .
0,boy chasing a baseball .
3,little boy playing baseball goes for the ball on the ground .
0,young boy dives to catch the ball during a baseball game .
5,little boy kneels and prepares to throw a basketball .
5,little boy starts to toss a mini basketball .
5,little boy throws a basketball .
8,boy in yellow shorts kicks a soccer ball in a basketball court .
5,little boy in orange shorts and flip-flops plays soccer on a basketball court .
5,boy kicking pink soccer ball on a basketball court .
8,man wearing a baseball uniform swings back with a large bat .
0,baseball player holds up his bat ready to swing .
8,boy in a yellow uniform carrying a football is blocking another boy in a blue uniform .
9,football player in a yellow jersey is pushing away another player .
1,young football player is trying to avoid being tackled .
1,boys playing football on opposing teams .
1,young football players wearing blue and yellow uniforms fight for the ball .
3,player has fallen on the court while another grabs at the ball from out of frame .
3,basketball players are scrambling for the ball on the court .
5,basketball players , one on the floor , struggle to gain possession of a basketball .
3,high school basketball players reach to grab the ball , one falling to the floor .
5,men in uniforms playing basketball , struggle for the ball .
0,boy in an orange jersey is about to pitch a baseball .
0,little boy in orange pitching at a baseball game .
8,young boy in an orange uniform is pitching a baseball during a game .
5,boy gets ready to shoot a basketball .
8,boy is holding a basketball up in front of a white house .
8,boy looking intently , holding a blue basketball , a white house in the background .
5,man is shooting a blue basketball .
9,youn man in front of a white house holding blue and red basketball .
0,boys with wearing baseball caps are sticking out green stained tongues .
0,young boys wearing collared shirts and baseball caps have their blue-tinted tongues stuck out .
8,man in a red baseball cap eats a chip .
8,catcher in a red and white uniform plays at a baseball game .
0,lady with a baseball cap on talking on he cellphone
0,small child swings back a red baseball bat .
8,boy in a red and white shirt kicks a large baseball while surrounded by people .
8,boy kicks a giant baseball while a group of children watch .
0,boy kicks a really large baseball
0,are outside playing with an oversized baseball .
0,baseball hitter holding a bat falling down .
0,baseball player runs on the field .
0,boy at bat playing a baseball game falls to the ground while onlookers watch .
8,baseball player , dressed in red and white uniform and holding a bat , is falling after being hit by a pitch .
6,man with no shirt and wearing sunglasses is holding a football .
6,man with no shirt on is holding a football .
6,shirtless man catches a football
6,shirtless man playing football on a lawn .
6,young topless man wearing sunglasses and shorts is holding a football .
3,men are jumping into the air to catch the football .
1,men play football .
5,guy skateboarding on a basketball court
8,in the water with a basketball and a person on horseback .
5,dogs are playing near water next to a deflated basketball .
8,dogs stand on sand surrounded by water , a deflated basketball and a person on a horse .
8,dog catches a Frisbee at a baseball field during a game .
8,woman is using Frisbees to play with a dog in front of a stadium crowd and a group of baseball players .
0,and dog do Frisbee tricks as crowd watches in baseball stadium .
5,girl basketball player wearing blue is blocking another girl player wearing yellow .
5,group of people gather on a basketball court as one person jumps for the ball .
3,players jumping up for the ball during a game .
5,are playing basketball .
5,teams of players playing basketball on a court outside .
8,people , one wearing a t-shirt and baseball cap , are seated on a bus .
6,football player in a full stadium jumping and recieving a football .
3,American footballer in yellow catches the ball whilst under pressure from the payer in white .
6,football players playing football before a huge crowd .
1,football players run into each other .
6,men vie for a football .
8,baseball player , a woman with Frisbees , and a dog in front of blue bleachers .
8,woman thows a Frisbee to a dog as a baseball player in uniform runs behind her .
0,girl does freestyle Frisbee tricks with her dog at the baseball park .
0,baseball player is tagged out sliding into second base .
0,baseball player slides toward a base .
0,men playing baseball .
5,children playing basketball .
5,people are playing basketball on a plank deck outdoors .
5,people playing basketball on wooden area near the beach .
5,playing basketball on a wood deck .
8,man holds a baseball hat above his head with a pole .
0,little boy playing baseball outside wearing flip flops .
0,little boy preparing to hit a baseball
8,small boy wearing a red shirt swinging a baseball bat
0,young boy gets ready to swing his baseball bat .
1,football player has the number 25 .
1,football player , his helmet half off , looking at the ground .
6,football player wearing a white uniform walks and looks down .
1,university of Miami football player # 25 .
1,of football player # 25 .
3,football player prepares to throw the ball .
6,guy with a football , a crowd watching him .
6,man wearing a white uniform is playing football .
6,football player is preparing to make a play with onlookers nearby .
1,group of football players huddled together in the middle of the field .
1,group of football players wearing orange and blue uniforms gather together on the field .
1,players in blue and orange uniforms are huddled together and hugging each other .
1,players in uniform embrace one another .
9,football player in a blue and yellow uniform is tackling another player in a white and gold uniform .
6,on a football team scuffle in an attempt to get the ball .
6,football players are tackling an opposing football player with a referee nearby .
6,football players are tackling a third while a referee watches .
1,football players tackle another football player .
8,little boy in a blue jacket hits a baseball .
6,football player in mid stride holding a football .
6,football player is running with a football .
6,football player with a football is being pursued by another player .
9,american footballer in a white strip who is carrying the ball is being pursued by another player in a black strip .
3,football player holding the ball is chased by another football player from the opposing team
6,football player being tackled during a game .
3,football player has his arms wrapped around the person holding the ball .
9,football player in orange being tackled by a player in blue .
2,young boy wearing orange is running with the football as the boy in blue tries to wrestle him to the ground .
1,in orange jersey has the football and is being tackled .
1,football fan showing his devotion by painting his face .
1,person with the face paint and football jersey is sitting in bleachers
6,dog splashing in a small pool with a small football .
5,youth riding a skateboard is airborne amongst the basketball courts .
6,football player carries the ball during a game .
3,football player catches the ball as another tries to tackle him .
3,football player in an orange jersey tries to escape with the ball from the tackler .
1,football player is getting tackled .
3,football player in the orange uniform has the ball in his arms .
9,holder and kicker for a football team dressed in orange , white and black play while onlookers behind them watch .
3,kicker launches the football forward while the holder checks his fingers .
3,football player wearing a white helmet and orange chairs swing his leg while the player next to him kneels .
9,football player are in the kick off position in front of a crowd .
1,young men on the same football team are wearing orange and white uniforms and playing on an outside field while coaches and other players watch .
6,little girl in a football jersy and pink snow hat is standing on a football field .
6,football player wearing an orange jersey and one wearing a white jersey are set at the starting line .
1,college football players about to face off .
1,football players are getting ready to tackle each other
9,football players , one in an orange jersey and one in a white jersey , play on the field .
1,rival football players head to head .
5,playing , basketball ball in air
5,group of boys play basketball outside of a brown building .
8,people stand on a basketball court as a ball flies through the air .
5,teen boys playing basketball outside
5,teens watching a basketball in the air .
1,bunch of football players on top of each other .
6,group of people playing football form a big pile .
6,referee is watching a professional football game in the grass .
1,players in the middle of a play .
3,players making a tackle with the referee in the foreground .
3,football player is running with the ball .
1,football player running with football under his arm .
6,man in a football uniform is running with a football during a game .
6,man in a blue jersey is running holding a football
1,football player in black runs with the football .
0,man in a white jacket and blue baseball cap .
5,group of basketball players wearing yellow and green reach for a ball .
6,players shoot for a goal during a game .
5,men jumping in a basketball game
5,this picture all men from both basketball teams with red and green jerseys are jumping .
2,man on the yellow basketball team tries to score while the men on the opposing team try to block his shot .
6,football player wearing an orange jersey holding a football
1,football player wearing an orange uniform smiling and holding the football .
1,man in an orange jersey with the letter " 12 " on it plays football .
6,University of Miami player holds a football .
1,12 in orange gets ready to throw the football .
9,players wearing orange uniforms are tackling a player in a white uniform
6,tackle in a football game .
0,footballers in a tackle .
6,men are involved in a football game are tackling each other .
3,players take down the player with the ball in a football game
3,football player runs with the ball , chased by members of the opposing team
1,running back running with the football .
1,football players are running on the grassy field .
1,playing football .
1,teams compete in football .
1,football player catching the football .
6,football player in a brown jersey jumping up to catch a football
3,football player jumps up to catch the ball while others run towards him .
1,players playing football .
6,football player jumps into the air to catch a football .
1,football running back getting tackled
3,player tackles a player who has the ball , as a third player watches .
3,football player attempts to get the ball from another football player who is running .
3,American footballer in brown is tackling the player in whit who is running with the ball .
6,is a football game in progress .
0,girl is catching a baseball before an opponent touches base .
1,group of little boys play football in uniforms .
1,in uniforms , pads and halmets play football
