child in a pink dress is climbing up a set of stairs in an entry way .,0
children , in uniforms of two different teams , are playing football .,5
young boys dressed in uniform play football .,0
boys ' football teams compete on the field .,0
adolescents play football in a residential yard while an older man watches .,0
football game is played .,5
football teams play a game .,0
football teams playing a game,0
football teams play on the field .,0
teams of football players about to start a game .,0
men react as a football flies overhead .,0
men with football in air,0
small black brown and white dog catches a football in midair as a man and child look on .,5
white dog with spot on back leaping in air with football in mouth with small boy and man watching .,0
boy in football gear running with the football,0
child runs with a football .,5
in football uniform running on grass .,0
boy in the red jersey runs with the football .,0
boy is clutching the football and making a run for a touchdown while looking behind him .,0
football player in a gold helmet is running with a football .,0
football player in a purple jersey is running the ball in for a touchdown .,0
football player runs across the field as the referee blows his whistle .,5
football player runs past an official carrying a football .,0
football player runs the ball past the referee .,5
football player folding a football during a game in the mud,5
footballers in yellow outfits are playing in a very muddy field .,0
young football player in a muddy , yellow and blue uniform carrying a football with other muddy players run behind him .,0
players playing in mud .,5
players playing in the mud .,5
baseball player argues with the catcher .,0
pitcher and catcher celebrate striking another baseball player out in a pro game .,0
baseball players near the pitching mound are celebrating as the batsman walks away .,5
professional baseball players during a game , one more in the background .,0
Miami basketball player .,0
orange-clad Miami basketball player dribbles the ball while another man blocks,0
tall black man playing basketball .,0
basketball player is wearing an orange uniform and holding a basketball .,0
men play basketball ,,0
basketball player looks for someone to pass the ball to .,0
man on the Miami basketball team holds the ball getting ready to make a move while being blocked .,5
player holding the ball .,0
basketball player holds the ball and looks across the court .,0
man is wearing an orange uniform and holding a basketball .,0
basketball player in orange has the ball while another in blue tries to block him .,5
basketball player in orange is keeping the ball from a player in blue .,0
basketball player in blue is challenging the player in orange for the ball .,0
basketball player in the blue uniform is guarding the player in the orange uniform , who has the ball .,0
teams compete in a basketball game .,0
basketball player wearing an orange uniform looks backwards .,0
basketball player in the orange jersey is being guarded by the player in the blue jersey .,0
basketball player looks around the court as another player tries to block him .,5
men from opposite teams playing basketball .,0
men play basketball .,0
man in a Miami basketball uniform looking to the right,0
Miami basketball player looks off in the distance .,5
Miami basketball player is looking .,5
baseball player swinging a bat,0
baseball player running toward a base with another waiting on the base,0
two people are in baseball uniforms , making a play at base .,5
men playing baseball with the one in the black and red jersey running toward base .,0
people playing baseball .,0
boy in a baseball cap jumps over a flight of stairs .,5
boy , wearing a baseball cap , jumps in the air near some steps .,0
is a boy wearing jeans and a baseball cap jumping in the air .,0
young boy in a red football jersey makes a large gesture as he stands in the midst of pumpkins .,0
baseball pitcher is bowling the ball .,0
man playing baseball , throwing the ball .,0
guy is in a baseball uniform , in a baseball field , and is throwing a baseball,5
group of men playing against each other in a football match .,0
man catches a football in midair while jumping into a pool .,0
basketball game,0
group of athletes playing a basketball game,0
group of basketball players jump in the air for the ball .,0
players participate in a game .,0
and yellow teams are trying to get the basketball in the goal .,5
fencing class takes place on a basketball court .,0
people are fencing on a basketball court .,0
basketball player in a white uniform is making a jump shot against a team wearing black uniforms .,0
basketball player takes a shot .,0
players leap for the ball while the crowd watches .,5
player in white uniform leaping to make a shot while being blocked by player in black .,5
football players are preparing for the next play .,0
football players in hike formation .,0
football players preparing to hike a football .,0
people wearing blue , red , and white football uniforms crouched over as though in play .,0
players in red white and blue football uniforms squat down on the field .,0
basketball players in action .,5
men playing basketball , two from each team .,0
boys in green and white uniforms play basketball with two boys in blue and white uniforms .,5
men playing basketball in a competition .,0
little girl pounces a punching bag on a football field .,5
girl in a pink shirt tackles the football equipment on the field .,5
large crowd of people wait in line to get into a football game .,0
of dirty men play football .,5
play football .,0
basketball player shooting while another player is trying to block his shot .,5
basketball player tries to block another .,5
basketball players reaching for a ball .,0
men are playing Basketball,5
men jump for the basketball .,0
basketball player defends another player .,0
man with a basketball blocks an attempt to take his ball .,5
runs by other man with basketball at a game .,0
men are playing during a basketball game .,0
bald basketball player is standing on a court with the ball in his right hand .,0
basketball player holding a ball with Miami 5 on his shirt .,0
guy playing basketball .,0
Miami basketball player with basketball in right hand on court .,0
five of the University of Miami men 's basketball team has the ball .,5
basketball player attempts to get the basketball from another player .,5
paced basketball action,5
basketball player wearing the white outfit and orange sneakers is doing a lay up .,0
men are playing basketball,0
basketball player is about to make a lay-up .,5
basketball players , in front of a crowd .,0
and Clemson playing a basketball game , one player about to lay the ball in,0
basketball player in white is jumping up to score a point against the orange team .,5
bunch of football players in blue .,0
football team in blue uniforms run out of a smoke cloud .,0
group of football players wearing blue uniforms run down a foggy field .,0
large group of football players in blue jerseys running through the field .,0
American footballers in blue are doing a victory run towards camera .,0
black man is dunking a basketball while another man jostles him on the court .,0
man in a white jersey is slam dunking a basketball .,0
man with jersey 23 is dunking the ball at a basketball game .,5
person in uniform dunking a basketball .,0
number 23 dunks the basketball into the net with a crowd in the background .,5
basketball player gets ready for the shot .,0
basketball player is looking up and set to throw the ball .,0
men 's basketball player # 33 shooting basketball .,5
basketball player is holding a basketball getting ready to take a shot .,5
Florida basketball player is preparing to shoot the ball .,0
basketball player holds the ball during a game .,0
with a basketball in a Florida uniform .,0
basketball player in white is holding an orange basketball .,0
basketball player is wearing a Florida jersey .,0
boys playing flag football with purple jerseys .,0
children are playing flag football together .,5
children are playing with a football on the grass .,5
little boys playing flag football in purple jerseys .,0
basketball player preparing to shoot the ball,0
basketball player takes a shot .,0
black man playing basketball with orange shoes,0
player with 32 on jersey jumps to make a shot , crowd in background .,5
basketball player shooting,0
basketball,0
basketball player dribbles the ball .,0
Miami basketball player dribbles the ball and looks serious .,0
Miami Hurricanes basketball player has possession of the ball .,0
basketball player in the white strip is dribbling the ball on the court .,5
bald man dribbles a basketball while wearing a Miami jersey .,0
playing basketball , jersey number 5 .,5
five plays basketball for Miami .,0
basketball player is wearing orange sneakers .,0
white dog with black spots is catching a baseball with its mouth .,0
basketball players are grabbing for the ball during a game .,0
basketball player in white holds the ball .,0
basketball players leap to grab a ball .,5
men are playing a game of basketball,0
men are playing basketball .,0
basketball player wearing a red and white jersey while running down the court .,0
dark skinned man in a white sports outfit plays basketball .,0
man dribbles a ball during a basketball game .,0
SMU basketball player playing basketball .,0
SMU basketball player drives to the basket .,0
basketball player leaps with the ball while opponents try to block him .,5
pro basketball player in a white Miami uniform makes a defensive move .,5
players try to block a ball from going into the goal .,5
in a Miami basketball uniform jumping to make a shot .,5
basketball player is number 21 from Miami .,5
basketball player in the air about to make a shot .,5
basketball player jumps up with the ball as two others watch .,5
school basketball game is in progress .,5
player from Eastern goes between two defenders for a shot .,0
playing a basketball game .,0
basketball player in a red uniform is holding the ball while a player in a white uniform is trying to block him .,5
basketball player with a ball and defenders .,0
rival teams are playing basketball .,0
basketball teams playing a game on the court .,0
basketball player dribbles the ball while another blocks him and an official looks on .,0
basketball player in a whit outfit is dribbling the ball around a player in a red outfit as the referee looks on .,0
Miami basketball player dribbles by an Arizona State player .,0
referee watches two basketball players playing basketball .,5
guard drives towards the basket during a college basketball game .,5
basketball player in white leaps up at the net .,0
basketball player is jumping and holding a basketball over the net .,0
basketball player slam dunks the ball .,0
man jumps with a basketball to make a hoop .,5
basketball player is dropping the basketball into the net .,0
basketball player wearing a black and white uniform dribbles the ball .,0
a women 's basketball game , a white skinned woman dribbles against the Chicago defense .,0
players in action .,5
basketball player in white is dribbling the ball towards the player in black .,5
in white dribbling basketball .,0
man contorts his body as he plays baseball .,5
basketball player jumps for a shot while another attempts to block him .,5
in blue and white uniform shooting basketball being blocked by man in white and red .,0
basketball players oppose each other at the net .,0
men are playing basketball and one is trying to block the other .,5
men , one with a ball and a blue uniform , and the other in a white uniform are playing basketball .,0
group of boys are playing basketball and a boy in a brown shirt is throwing a basketball into the basket .,0
man jumps up towards the basketball hoop as others watch .,5
man wearing a brown shirt throwing the basketball into the basket .,0
people play basketball outside .,0
basketball player performing a lay-up .,5
boy in a blue basketball uniform , number 13 and a boy in a white basketball uniform , number 23 jump for the ball .,0
man in a white uniform jumps while holding a basketball as another in blue blocks him .,0
player wearing a white , number 23 jersey jumps up with the ball while guarded by number 13 on the opposite team .,0
man in white is playing basketball against the man in blue .,0
basketball player in white is trying to defend against the player in black who is dribbling the ball .,5
african american runs with a basketball as a caucasion tries to take the ball from him .,0
in black uniform dribbling basketball away from guy in white uniform,0
teams are playing basketball as one man is driving towards the hoop .,5
player attempts to get ball from black player on basketball court .,5
basketball player tries to aim for the goal while being blocked by other players .,0
basketball player with several blockers .,0
group of high school basketball players play a game .,5
group of basketball players trying to get the ball from another player .,0
young man in a white uniform holds a basketball surrounded by members of the opposing team wearing green .,5
basketball player in blue is attempting to block a player in white during a game .,5
men are playing basketball .,0
basketball players play in a game .,0
black men playing basketball in a gym .,0
men from opposite teams play basketball together .,5
basketball player jumps to make the shot while another tries to stop him .,5
in blue sport uniform with basketball in right hand attempting to score basket while being blocked by player in white uniform .,0
basketball player in white is defending the basket against the player wearing blue .,0
basketball players oppose each other at the net .,0
men are playing basketball and one is trying to block the others shot .,5
basketball player in a blue jersey holds the ball high .,0
basketball player is getting ready to shoot a hoop,5
man in blue uniform about to throw a basketball .,0
man wearing a blue basketball jersey is shooting the basketball .,0
basketball player concentrating on keeping the ball from other players .,0
basketball player holding a basketball .,0
basketball player in blue is running between two players in white .,0
man in blue has the basketball while the man on the left watches and the man on the right tries to stop him .,0
basketball teams compete .,0
basketball player dribbles .,0
basketball player for North Carolina moves with the ball in hand .,0
man in a blue jersey plays basketball .,0
North Carolina basketball player dribbles the ball .,0
basketball player holds the ball .,0
basketball player in red is challenging the player in white for the ball .,0
teenagers are fighting over a basketball during a game .,0
basketball players fighting over control of a ball .,0
basketball players struggle for the ball .,5
males , one in red and one in white playing a basketball game .,0
boy leans on a baseball bat and holds out one arm outstreached .,0
young boy poses in a field with a baseball bat .,0
young boy with a baseball bat holing his arm out .,5
boy is wearing a green cap and holding a black baseball bat .,0
baseball players are on the field while a large crowd is watching,0
boy wearing a shirt with an American flag plays with a basketball on the blacktop .,5
boy with a basketball .,0
young boy playing basketball .,0
with american flag shirt bounces basketball .,5
basketball player from one team making a rebound while three players oppose him .,0
basketball player in orange has the ball while three others in blue and white defend .,5
player in orange trying to score through three men from the opposing team .,0
men are playing in a basketball game .,0
basketball players in white are defending against the attacking player with the ball in orange .,5
little girl plays on a toy basketball game .,5
holding a beer throws a basketball where a little girl is playing .,0
baby in the red outfit is sitting in the middle of a basketball arcade game .,5
is a man shooting basketballs next to a toddler .,0
basketball player in black jumps , while another in white attempts to block .,5
boy wearing a black jersey holding a basketball while another is behind him trying to get the ball,0
basketball players fighting over the ball .,0
male basketball players are fighting over a basketball .,0
young men play basketball while crowd looks on,0
basketball player aims for the goal .,5
basketball player gets ready to shoot .,0
basketball player has jumped in the air to shoot the basketball .,5
basketball player in white jumping to throw the ball , audience in the back .,5
is a college basketball player shooting a jumped .,5
woman in a white baseball hat reveals her tan line to her friend , who wears a sun hat,0
baseball player in a blue uniform has just released the baseball on the sidelines .,0
baseball player is following through with an action nearby a teammate .,5
baseball player strains to throw a ball .,5
yougn boy in a blue and white baseball uniform throwing a baseball while tucking his glove close to his body .,5
baseball player wearing blue is throwing the ball .,0
play football .,0
baseball player swings at a baseball .,0
in blue and white uniforms are on the field playing baseball .,0
crouches behind baseball hitter .,0
basketball player for Miami U. pushes forward .,5
basketball player runs while another tries to block him .,5
basketball player runs while dribbling the ball .,0
blows whistle as basketball player attempts to block another with the ball .,5
guy in the white uniform has a basketball in his hand .,0
basketball player dribbles the ball during a game .,0
basketball player wearing a white uniform is dribbling the ball on the court .,0
man wearing a white uniform dribbles the basketball during a game .,0
professional basketball player dribbles the ball around the opposing player .,0
player pushes away opponent,0
basketball player attempting to control the ball near the basket rim .,5
basketball player in a red uniform is trying to make a basket but is being blocked by the opposing team .,5
basketball player is scoring a basket .,0
men jump up for the ball near the hoop in a basketball game .,0
teams playing basketball on a court in a stadium .,0
boy playing basketball , trying to block a shot .,5
basketball player in a white uniform jumps up to block another player in a blue uniform with the ball .,5
boys play basketball .,0
opposing basketball players are making a play with an audience nearby .,5
young flag football team are huddled together .,5
asian man in a black tracksuit is watching students doing exercised on basketball court .,0
people on a basketball court .,0
girl defends the basketball from another player .,5
girl playing basketball attempts a shot while another girl aggresively defends her .,0
participating in a basketball game in front of a crowd .,5
opposing basketball player is making a hook shot over the defender .,5
person in a baseball cap and jeans resting on a brown couch .,0
group of asian women in sports attire , and one woman in the center is wearing a baseball cap .,0
are several asian people , one wearing a baseball cap .,0
baby in a baseball shirt crawls through a tube .,0
basketball player looks upward as a hand reaches for her ball .,5
female basketball player wearing a red uniform is holding a basketball and looking up while an arm is trying to block her .,5
female woman has a basketball in her hands and a determined look on her face .,0
woman basketball player holding the ball grimaces with effort while another player 's arm attempts to block her .,0
woman with a red basketball jersey is holding a basketball and looking up .,0
baseball player is on the field in fronmt of an audience .,5
man is playing with a foam football on the beach .,5
basketball team of 8 girls is doing a hand huddle .,0
group of basketball players in a huddle .,0
players huddle .,0
group of men in camouflage pants , break dancing on a stage at a community baseball field .,5
bald man is attempting to slam dunk a basketball in a game while people in the stands watch .,5
basketball player is jumping and about to dunk a ball in front of a crowd .,0
man reaches toward dunking a basketball while an audience watches .,5
tattooed man dunks a basketball .,5
tattooed basketball player is about to dunk the ball .,5
black and white dog catching a baseball in midair .,0
skinny white dogs with two standing men in baseball caps,0
man in a rugby uniform is grabbing the arm of another man holding a football .,0
men on a playing field , one of them holding a football .,0
boy in a baseball uniform runs the bases .,5
boy is running around the bases in a baseball game .,5
boy runs to a baseball base .,0
child in a baseball uniform runs on a baseball field .,5
young baseball player is running to one of the bases .,5
baseball player throws the ball .,0
boy in the middle of a pitch at a baseball game .,0
pitcher on a mound throws a baseball .,0
teenage boy pitching a baseball .,0
young pitcher is throwing the baseball .,0
participate in a baseball game .,0
baseball players in motion ; one sliding into a base , another running in the background .,0
men playing baseball and the one wearing a red helmet is sliding to the plate .,0
baseball player crouching to catch the ball as a runner slides to safety .,5
boy is sliding towards a base while the baseman is waiting for the ball in a baseball game .,0
Children playing baseball at the park .,0
football player in possession of the ball gets tackled by a football player on the opposing team .,0
football player leaps in the air while another tries to hold onto his foot .,0
football player in orange and white uniform dodges tackle of another player .,0
guys playing football .,0
men during a football game,0
child wearing black and purple playing baseball .,5
catcher in a black uniform on the ground with his glove upraised during a baseball game , while a man UN a white uniform keeps a foot on the base .,0
baseball player is trying to run to a base while the baseman catches the ball .,0
people play baseball on a field at a park .,0
dogs play with purple football .,0
group of basketball players stand on the basketball court .,0
group of men play basketball .,0
play basketball on a wood floor near clear glass doors .,5
men around an indoor basketball hoop .,5
boys playing indoor basketball , one team has black and white uniforms , the other has orange and white .,5
basketball player attempts a layup in a gymnasium .,5
guy is going up for a lay-up on a basketball court .,5
group of men stand in a gymnasium with a basketball .,5
group of young men in a gym take turns scoring in basketball .,0
line of basketball players doing a drill .,5
boys on basketball court .,0
young men playing basketball,0
football player in blue grabs a football player in white for a tackle .,0
football player is being tackled by the rival team .,0
football player is tackling the player with the football as the crowd watches .,5
players on a feild the one on the left in a blue uniform the one on the right in a white one with the fans in the back .,0
football player from the opposite team are holding back the one with the ball .,0
female baseball players reach for the ball .,0
baseball player slides home in a non professional baseball game in an HDR photograph .,0
baseball player in white swings for the ball as the player in brown is waiting to intercept .,5
baseball player punting .,0
baseball player swings at the ball as onlookers watch .,0
baseball player attempts to catch a ball while another runs towards the base .,5
baseball player catches the ball while the batter reaches the base .,0
umpire in a baseball game crouches to catch a ball while an opposing team member runs to homebase .,5
children are playing baseball,5
baseball player is making a play nearby a large sign and boundary of the field .,5
girl catches a baseball .,0
baseball player in a black shirt just tagged a player in a white shirt .,0
woman in a baseball uniform tags another with her mitt .,0
baseball player hitting the ball,0
teenager dressed in a baseball uniform attempting to hit a baseball during a game .,5
baseball player in a red shirt and white pants is swinging the bat towards a yellow ball whilst three people look on .,5
baseball player recoils from an action involving a bat while opposing team members look on .,5
person leans forward to catch a baseball while a runner comes close to the base .,0
girl in a baseball uniform getting ready to throw the ball at a game .,5
female wearing a baseball uniform swinging a bat .,0
woman in a brown strip is taking a swing with a baseball bat at a yellow ball , whilst another woman is waiting on the sideline .,0
boy hits the ball at a baseball game .,0
hits a baseball,0
of the members of a baseball team in brown and white is at bat .,5
baseball player holds his bat and gets ready for the game .,0
boy is getting ready to play baseball .,5
boy plays baseball .,0
person in a blue and white baseball uniform is standing on one foot while holding a bat .,0
player holding a bat .,0
girl in a yellow shirt is throwing a wet football .,0
man in a baseball cap does a skateboard jump on a half pipe .,0
guy jumps to make a basketball shot .,5
men playing basketball on a court with various people in the background .,0
man drives the lane for a shot in the outdoor basketball game .,0
three men are playing basketball on a blacktop .,0
men are playing basketball and one of them blocked the others shot while people play in the back .,5
baseball player trows the ball .,5
player throwing the baseball .,0
man is pitching a baseball on a dirt mound .,0
baseball pitcher in a red and white uniform throws the ball while his teammate watches .,0
baseball pitcher on the mound leaning into his pitch .,0
pitcher throwing a ball at a baseball game,0
is being played by two men in red jerseys by a " pepco " sign .,0
group of boys play basketball together .,5
player makes a shot as other players to try to intercept .,5
teenagers are scrambling for a basketball underneath the net .,0
people are playing basketball outdoors .,0
men playing basketball under a blue sky,5
white dog , two black dogs , and a black and white dog are playing on the edge of a baseball field .,0
dogs are playing at the baseball field .,0
dogs are running on the grass , near a baseball field .,0
dogs run and play on the baseball field .,0
people are kicking a soccer ball in a basketball court .,5
boy holds the bat waiting for the pitch at a baseball game .,0
little boy batting in a baseball game .,0
young boy in a blue and white uniform is up to bat at a baseball game .,0
plays baseball .,0
wearing a blue , white , and yellow baseball uniform about to hit a ball .,0
young boy in a baseball cap jumps into the arms of a man wearing a blue shirt .,0
boy dunks a basketball .,0
boy dunks a basketball on a low hoop by the road .,5
boy jumps up to make a basket in a basketball hoop .,5
boy with a basketball , leaping for the goal .,0
teenage boy is dunking a basketball in a hoop .,5
man wearing a baseball cap leaning against a post .,0
baseball pitcher with Shelton on his shirt throws the ball .,0
baseball player in a black and orange shirt , and with a glove on , pitches the ball .,0
male dressed in a sports outfit tries to catch a baseball .,0
man playing baseball .,0
baseball player is running after the ball .,0
plays baseball in a grass field .,0
brown dog with a baseball in its mouth .,0
dog holding a baseball in his mouth .,0
dog with a baseball in his mouth .,0
man in a pink shirt is standing in a basketball court holding a basketball .,5
young adult male stands with a basketball on a court .,5
holding a basketball wearing red shirt black shorts with something on left leg,5
man in red and black stands outside holding basketball .,0
man with the red shirt is holding a basketball and is in front of a basketball hoop .,5
baseball player just taking a swing at a stadium .,5
baseball player swings the bat as a catcher and umpire watch .,5
batsman is about to swing for a baseball whilst the catcher and referee wait behind him .,0
ump in black watches a baseball game .,5
baseball player takes a swing .,0
little girl about to hit a baseball off a tee,0
little girl is swinging at a baseball .,5
boys on a black top with a green and yellow basketball .,5
baseball is being thrown at a volleyball net .,0
boy whose head has been replaced by a baseball .,5
Child hits a baseball into a net .,0
child is throwing a baseball into a net .,5
young boy with a baseball obscuring his face through a net .,0
play baseball .,0
playing baseball .,0
baseball player is catching a ball on the field .,0
is a baseball player in a yellow shirt running midfield .,0
guys playing baseball .,0
young baseball player sliding into a base while a dust cloud rises and the other team moves around him .,0
playing baseball , cars parked in the background .,5
little boys are playing baseball .,0
few young boys throwing a football over a volleyball net .,0
are throwing a football on the beach .,5
children are playing a game , with a volleyball net and a football , on the beach .,5
boys play with a football near a volleyball net at the beach .,5
baseball pitcher wearing a white and red uniform caught in midpitch of the ball .,0
baseball player in white uniform throwing baseball,0
profession baseball player pitches a ball in a baseball game .,0
man in the white and red uniform gets ready to throw the baseball .,0
is a man pitching a baseball and has a glove his left hand .,0
Boston baseball player at bat,0
Boston Red Sox baseball player holds the bat waiting for the incoming pitch .,0
man is playing baseball .,0
batter ready to hit the ball,0
baseball player slides to the base .,0
person playing baseball slides for home .,0
baseball players on a field , with four spectators , and a crowd .,0
men on opposite baseball teams dive for a baseball at homebase .,5
man is leaping off of the pool deck to catch a football .,0
baseball player dodges a ball with his bat high in the air .,0
baseball player in a white uniform is walking to base while a crowd of people watch from the bleachers .,0
baseball player near home plate .,0
baseball player raises the bat above his head .,0
baseball player runs to catch the ball .,0
young boy holds his head to a baseball bat on the green grass .,0
young boy is spinning around a baseball bat on the grass .,0
boy puts his forehead on the baseball bat and spins around to make himself dizzy .,0
little boy is wearing red shorts and a white t-shirt and has his head resting on a baseball bat .,5
boy pitches in a baseball game .,0
young baseball player winds up to throw the ball .,5
young person pitches in a baseball game .,0
baseball player is throwing the ball .,0
girls with baseball caps are eating a snack outside .,5
black and white dog stands on the grass with a baseball in his mouth,0
closeup of a small black and white dog with a baseball in its mouth .,0
and white dog holding a baseball in mouth .,0
and white dog with baseball in mouth , field and building .,0
and white dog with a baseball in its mouth .,0
dog is wearing a red baseball cap , and has its mouth wide open .,0
young boy is getting ready to hit a pinata with a blue baseball bat .,5
brown dog dives backwards to catch the football .,0
man with a bushy beard and a baseball cap sits on a park bench .,0
spotted dog playing on a baseball field with another dog .,5
dogs play on a baseball field .,0
watching a guy in a black and green baseball cap skateboarding .,5
opposing footballers play on a field .,0
playing tag football run down the field .,0
kid is chasing another kid who is holding a football .,0
kid is running across a field carrying a football while another is close behind grabbing for his flags .,0
children playing tag football .,5
little boys play football on green grass .,0
boy holding a toy football , runs along a paved path .,5
boy runs past a house carrying a very small plastic foam football .,0
boy runs with a very small football down a paved walkway .,5
person runs with a small football .,0
young boy running on a sidewalk holding a small football .,0
man holds a sign offering to trade a poem for a football ticket .,0
woman in yellow is throwing the football to the woman in brown .,5
girls throwing a football in their backyard .,5
guy and a girl wearing baseball caps and black scarves around their necks .,5
child hits a baseball .,5
little boy hits a baseball while his family watches,5
man wearing red shorts dribbles a basketball behind him .,0
man with no shirt plays basketball .,0
athlete in red shorts is caught frozen during a basketball move .,0
shirtless man in red shorts bouncing a basketball on a court .,0
in red shorts bouncing a basketball .,0
with baseball gloves walking across a baseball field,0
woman playing baseball walks back to her base while her feamle teammate follows .,0
woman with a glove on a baseball field with another woman,5
boy in a red baseball cap eats a Ritz cracker and has a big pink cup of juice,0
wet brown dog is jumping into the air to try and catch a basketball with his mouth .,0
wet brown dog jumps up to get a white basketball .,0
wet dog leaped toward the basketball .,0
little boy in an orange collared shirt is swinging a baseball bat .,0
man with a baseball cap and shiny sunglasses looks down while another bald man looks down .,5
man wearing a backwards baseball cap .,0
man wearing a blue baseball cap is gazing into the distance .,5
man with a beard and a navy blue backwards baseball cap stares intently at something in the distance .,0
person with blue hair , a baseball cap , and a hood on stands outdoors in a crowd .,0
baseball player standing on the field,0
baseball player stands and faces the crowd .,0
baseball player wearing a number 19 shirt looks at the outfield .,5
player looking out into a stadium crowd,0
